playerId,name,tmPlayerId,tmUrl,birthDate,age,nationalities,mainPosition,positionGroup,clubName,tmClubId,competition,portraitPresent,marketValue,contractExpires,preferredFoot,profileLastSyncedAt,performancePresent,opportunityPresent,identitySignals,identityQuality
"cmtr671c2003d33yn9435s81v","Akmal Shorakhmedov","seed:UZ1-2026-BUNYODKO-006","seed://uz1/UZ1-2026-BUNYODKO-006","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671dz007j33yn9dwqxmb1","Akram Bahriddinov","seed:UZ1-2026-MASHALMU-016","seed://uz1/UZ1-2026-MASHALMU-016","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr6719y000733ynr7uk2dvb","Akramjon Komilov","seed:UZ1-2026-AGMK-004","seed://uz1/UZ1-2026-AGMK-004","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671h300db33ynezrbina6","Albert Nurullayev","seed:UZ1-2026-NEFTCHIF-035","seed://uz1/UZ1-2026-NEFTCHIF-035","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cb003x33ynlnrzd2cj","Aleksandar Alempijevic","seed:UZ1-2026-BUNYODKO-016","seed://uz1/UZ1-2026-BUNYODKO-016","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671f500ad33ynsdyayqn2","Aleksandr Lobanov","seed:UZ1-2026-NAVBAHOR-002","seed://uz1/UZ1-2026-NAVBAHOR-002","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ce004533yned98y2fs","Alibobo Rakhmatullaev","seed:UZ1-2026-BUNYODKO-020","seed://uz1/UZ1-2026-BUNYODKO-020","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fi00av33yncopit85p","Alijon Alijonov","seed:UZ1-2026-NAVBAHOR-012","seed://uz1/UZ1-2026-NAVBAHOR-012","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ka00ll33yn173dbbgk","Alisher Shogulyamov","seed:UZ1-2026-LOKOMOTI-045","seed://uz1/UZ1-2026-LOKOMOTI-045","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671i100ff33ynf2gv0lcw","Alisher Shukurov","seed:UZ1-2026-QIZILQUM-011","seed://uz1/UZ1-2026-QIZILQUM-011","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671h200d733ynwws0lxno","Amirbek Berdiyev","seed:UZ1-2026-NEFTCHIF-033","seed://uz1/UZ1-2026-NEFTCHIF-033","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c1003b33ynk606zypb","Anvar Gafurov","seed:UZ1-2026-BUNYODKO-005","seed://uz1/UZ1-2026-BUNYODKO-005","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gd00cb33ynalenoa2g","Anvar Gofurov","seed:UZ1-2026-NEFTCHIF-004","seed://uz1/UZ1-2026-NEFTCHIF-004","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671am001733yn3hx8qd0r","Asadbek Akhmadjonov","seed:UZ1-2026-AGMK-022","seed://uz1/UZ1-2026-AGMK-022","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671e4007v33ynmtf3upr9","Asadbek Samariddinov","seed:UZ1-2026-MASHALMU-023","seed://uz1/UZ1-2026-MASHALMU-023","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ai000x33ynst0hhr5x","Asadbek Sobirjonov","seed:UZ1-2026-AGMK-017","seed://uz1/UZ1-2026-AGMK-017","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671e4007x33yndrigf5ex","Asilbek Obidov","seed:UZ1-2026-MASHALMU-024","seed://uz1/UZ1-2026-MASHALMU-024","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gy00d133ynvzwubv9m","Asilbek To'xtasinov","seed:UZ1-2026-NEFTCHIF-028","seed://uz1/UZ1-2026-NEFTCHIF-028","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671er009j33yngr4gawia","Asliddin Tursunpulatov","seed:UZ1-2026-NASAFQAR-028","seed://uz1/UZ1-2026-NASAFQAR-028","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ii00gr33ynihyijvqq","Avazxon Mamatxojaev","seed:UZ1-2026-KOKAND19-021","seed://uz1/UZ1-2026-KOKAND19-021","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fn00b733ynjw5ci7jz","Azimjon Akhmedov","seed:UZ1-2026-NAVBAHOR-018","seed://uz1/UZ1-2026-NAVBAHOR-018","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671be002h33yngigx7yc6","Aziz Ibragimov","seed:UZ1-2026-BUXORO-004","seed://uz1/UZ1-2026-BUXORO-004","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gp00cn33ynul0xmeus","Azizbek Erimbetov","seed:UZ1-2026-NEFTCHIF-018","seed://uz1/UZ1-2026-NEFTCHIF-018","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jx00kf33ynp5brcexx","Azizbek Haydarov","seed:UZ1-2026-LOKOMOTI-024","seed://uz1/UZ1-2026-LOKOMOTI-024","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ij00gv33yndg8r4ro0","Bahodir Pardaev","seed:UZ1-2026-KOKAND19-023","seed://uz1/UZ1-2026-KOKAND19-023","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ef008r33yntmfju0no","Bakhodir Khalilov","seed:UZ1-2026-NASAFQAR-014","seed://uz1/UZ1-2026-NASAFQAR-014","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671eu009r33yn2jx3dg2i","Bakhrom Abdurakhimov","seed:UZ1-2026-NASAFQAR-034","seed://uz1/UZ1-2026-NASAFQAR-034","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671am001533ynq0pj8a42","Bakhtierjon Kosimov","seed:UZ1-2026-AGMK-021","seed://uz1/UZ1-2026-AGMK-021","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671di006j33ynftde8qq6","Bektemir Abdumannonov","seed:UZ1-2026-DINAMOSA-029","seed://uz1/UZ1-2026-DINAMOSA-029","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671k000kn33ynoqx83c9y","Bobur Ergashev","seed:UZ1-2026-LOKOMOTI-028","seed://uz1/UZ1-2026-LOKOMOTI-028","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ca003v33ynwbqa8gun","Bobur Farhodov","seed:UZ1-2026-BUNYODKO-015","seed://uz1/UZ1-2026-BUNYODKO-015","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ca003t33yn4lszitqq","Chaker Zouaghi","seed:UZ1-2026-BUNYODKO-014","seed://uz1/UZ1-2026-BUNYODKO-014","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671h000d333yn2p7vsi61","Daler Tuxsanov","seed:UZ1-2026-NEFTCHIF-030","seed://uz1/UZ1-2026-NEFTCHIF-030","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fe00an33ynktp0mdfq","Davron Khashimov","seed:UZ1-2026-NAVBAHOR-007","seed://uz1/UZ1-2026-NAVBAHOR-007","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fr00bh33yny5lp04y8","Davronbek Olimzhonov","seed:UZ1-2026-NAVBAHOR-024","seed://uz1/UZ1-2026-NAVBAHOR-024","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c9003r33yn8uo5frkv","Davronbek Umirov","seed:UZ1-2026-BUNYODKO-013","seed://uz1/UZ1-2026-BUNYODKO-013","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c0003733yn38yfmldu","Dilshod Khamraev","seed:UZ1-2026-BUNYODKO-003","seed://uz1/UZ1-2026-BUNYODKO-003","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671eo009b33yn2d4i5np8","Dilshod Murtazayev","seed:UZ1-2026-NASAFQAR-024","seed://uz1/UZ1-2026-NASAFQAR-024","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr6719w000333ynt3cb7fqk","Dilshod Yokubov","seed:UZ1-2026-AGMK-002","seed://uz1/UZ1-2026-AGMK-002","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671k400kz33ynq33mi1b9","Diyor Turopov","seed:UZ1-2026-LOKOMOTI-034","seed://uz1/UZ1-2026-LOKOMOTI-034","","","[]","UNKNOWN","MF","","","","false","175000","2026-12-31","UNKNOWN","","false","true","1","WEAK"
"cmtr671k800lf33ynplrltvfp","Donier Usmanov","seed:UZ1-2026-LOKOMOTI-042","seed://uz1/UZ1-2026-LOKOMOTI-042","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fp00bd33yntj2nu5mz","Doston Abdulkhaev","seed:UZ1-2026-NAVBAHOR-022","seed://uz1/UZ1-2026-NAVBAHOR-022","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gg00cd33yn4776pdi8","Elsevarbek Olimov","seed:UZ1-2026-NEFTCHIF-008","seed://uz1/UZ1-2026-NEFTCHIF-008","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671db006533ynpepk067u","Farrukh Ikramov","seed:UZ1-2026-DINAMOSA-021","seed://uz1/UZ1-2026-DINAMOSA-021","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671j700il33ynskm17nrv","Fejsal Mulic","seed:UZ1-2026-SOGDIANA-026","seed://uz1/UZ1-2026-SOGDIANA-026","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gx00cz33yn7qhsxcwv","Francisco Jurani","seed:UZ1-2026-NEFTCHIF-027","seed://uz1/UZ1-2026-NEFTCHIF-027","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fy00bv33yn5r7yvqet","Giorgi Nikabadze","seed:UZ1-2026-NAVBAHOR-031","seed://uz1/UZ1-2026-NAVBAHOR-031","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671f600af33ynb3k1m5kt","Hurshid Huzaev","seed:UZ1-2026-NAVBAHOR-003","seed://uz1/UZ1-2026-NAVBAHOR-003","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gr00cp33yngs7q8exv","Husanboy Umirzoqov","seed:UZ1-2026-NEFTCHIF-020","seed://uz1/UZ1-2026-NEFTCHIF-020","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671k400l133ynse4x0ksz","Ibrahim Rakhimov","seed:UZ1-2026-LOKOMOTI-035","seed://uz1/UZ1-2026-LOKOMOTI-035","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671hh00dz33yn6y62n73l","Ibrokhim Ibragimov","seed:UZ1-2026-PAKHTAKO-013","seed://uz1/UZ1-2026-PAKHTAKO-013","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ka00lj33yns1bfup4l","Idris Bikmaykin","seed:UZ1-2026-LOKOMOTI-044","seed://uz1/UZ1-2026-LOKOMOTI-044","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671f400ab33yndq4wh7hx","Ignatiy Nesterov","seed:UZ1-2026-NAVBAHOR-001","seed://uz1/UZ1-2026-NAVBAHOR-001","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cp004r33yn8hxfvcdb","Igor Taran","seed:UZ1-2026-BUNYODKO-032","seed://uz1/UZ1-2026-BUNYODKO-032","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ih00gp33ynesrreew2","Ikboldzhon Malikdzhonov","seed:UZ1-2026-KOKAND19-020","seed://uz1/UZ1-2026-KOKAND19-020","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gn00cj33yng90nx7a7","Ikrom Alibaev","seed:UZ1-2026-NEFTCHIF-016","seed://uz1/UZ1-2026-NEFTCHIF-016","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671a5000f33ynapo8rk2y","Iskandar Businov","seed:UZ1-2026-AGMK-008","seed://uz1/UZ1-2026-AGMK-008","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671e0007l33yn6kinyybw","Iskandar Shoikulov","seed:UZ1-2026-MASHALMU-017","seed://uz1/UZ1-2026-MASHALMU-017","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671i900g133ynpwui8lv2","Islam Abdullaev","seed:UZ1-2026-KOKAND19-004","seed://uz1/UZ1-2026-KOKAND19-004","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671dt007333yn6o7e89gb","Islom Sharipov","seed:UZ1-2026-MASHALMU-008","seed://uz1/UZ1-2026-MASHALMU-008","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ie00gf33yn1wxuecaz","Ivan Josovic","seed:UZ1-2026-KOKAND19-013","seed://uz1/UZ1-2026-KOKAND19-013","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671eu009p33ynelhhvq5d","Ivan Solovyov","seed:UZ1-2026-NASAFQAR-033","seed://uz1/UZ1-2026-NASAFQAR-033","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ke00lz33yn5us3u1l5","Izzatov","seed:UZ1-2026-XORAZMUR-002","seed://uz1/UZ1-2026-XORAZMUR-002","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jn00jn33yn1h60rrej","Jahongir Hoshimboyev","seed:UZ1-2026-LOKOMOTI-009","seed://uz1/UZ1-2026-LOKOMOTI-009","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671a5000h33ynoxm2mwb6","Jakhongir Fazilov","seed:UZ1-2026-AGMK-009","seed://uz1/UZ1-2026-AGMK-009","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671hx00f533yn3ct2jhhw","Jambul Jigauri","seed:UZ1-2026-QIZILQUM-006","seed://uz1/UZ1-2026-QIZILQUM-006","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c8003p33ynbuek7b7b","Javlon Mirabdullaev","seed:UZ1-2026-BUNYODKO-012","seed://uz1/UZ1-2026-BUNYODKO-012","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cq004v33yn6claxw07","Javokhir Esonkulov","seed:UZ1-2026-BUNYODKO-034","seed://uz1/UZ1-2026-BUNYODKO-034","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ek009133yn5v9tblw0","Javokhir Utamurodov","seed:UZ1-2026-NASAFQAR-019","seed://uz1/UZ1-2026-NASAFQAR-019","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jw00kd33ynxw8m7v3y","Kakha Makharadze","seed:UZ1-2026-LOKOMOTI-023","seed://uz1/UZ1-2026-LOKOMOTI-023","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671k500l333ynpuk0hgf7","Karen Abramov","seed:UZ1-2026-LOKOMOTI-036","seed://uz1/UZ1-2026-LOKOMOTI-036","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c5003h33yn7084si0d","Khasan Askarov","seed:UZ1-2026-BUNYODKO-008","seed://uz1/UZ1-2026-BUNYODKO-008","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671dw007b33ynb8vgf5os","Khudoyorkhon Sagdullaev","seed:UZ1-2026-MASHALMU-012","seed://uz1/UZ1-2026-MASHALMU-012","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ju00k733ynxkj7e0kk","Khudoyshukur Sattorov","seed:UZ1-2026-LOKOMOTI-019","seed://uz1/UZ1-2026-LOKOMOTI-019","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671hl00e733ynh89nazps","Kimi Merk","seed:UZ1-2026-PAKHTAKO-018","seed://uz1/UZ1-2026-PAKHTAKO-018","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671k200kt33yn2plzq0i3","Lazizbek Mirzaev","seed:UZ1-2026-LOKOMOTI-031","seed://uz1/UZ1-2026-LOKOMOTI-031","","","[]","UNKNOWN","MF","","","","false","250000","2028-12-31","UNKNOWN","","false","true","1","WEAK"
"cmtr671j100i333ynnfamaqja","Ljupche Doriev","seed:UZ1-2026-SOGDIANA-017","seed://uz1/UZ1-2026-SOGDIANA-017","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671i500fp33yntv4z9xyj","Luka Ratkovic","seed:UZ1-2026-QIZILQUM-017","seed://uz1/UZ1-2026-QIZILQUM-017","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ha00dr33yn7evtnl6g","Makhmud Makhamadzhonov","seed:UZ1-2026-PAKHTAKO-009","seed://uz1/UZ1-2026-PAKHTAKO-009","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jg00j933ynket3x9e6","Mamur Ikramov","seed:UZ1-2026-LOKOMOTI-001","seed://uz1/UZ1-2026-LOKOMOTI-001","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671k500l533yn0ge7gucz","Marat Bikmaev","seed:UZ1-2026-LOKOMOTI-037","seed://uz1/UZ1-2026-LOKOMOTI-037","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671kl00m933ynqttriznr","Marsiano Roki","seed:UZ1-2026-XORAZMUR-007","seed://uz1/UZ1-2026-XORAZMUR-007","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ed008l33ynzw653yth","Mashkhyrbek Abdusoliev","seed:UZ1-2026-NASAFQAR-010","seed://uz1/UZ1-2026-NASAFQAR-010","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cy005f33ynha4c0bfo","Mihailo Jovanovic","seed:UZ1-2026-DINAMOSA-007","seed://uz1/UZ1-2026-DINAMOSA-007","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cn004l33ynp76xme9o","Miraziz Jalolov","seed:UZ1-2026-BUNYODKO-029","seed://uz1/UZ1-2026-BUNYODKO-029","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gh00cf33yng70ue6xm","Mirjalol Abdurahimov","seed:UZ1-2026-NEFTCHIF-009","seed://uz1/UZ1-2026-NEFTCHIF-009","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671a7000l33yni7v8yxjz","Mirjamol Kosimov","seed:UZ1-2026-AGMK-011","seed://uz1/UZ1-2026-AGMK-011","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671b0001t33ynf7wkhukg","Mirzakamol Kamalov","seed:UZ1-2026-ANDIJON-006","seed://uz1/UZ1-2026-ANDIJON-006","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cf004733ynaz18csaf","Mirzokhid Gofurov","seed:UZ1-2026-BUNYODKO-021","seed://uz1/UZ1-2026-BUNYODKO-021","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671e6008133yn22191eet","Muiddin Mamazulunov","seed:UZ1-2026-MASHALMU-026","seed://uz1/UZ1-2026-MASHALMU-026","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671hz00fb33ynqfhbcevx","Mukhammadaziz Ibrakhimov","seed:UZ1-2026-QIZILQUM-009","seed://uz1/UZ1-2026-QIZILQUM-009","","","[]","UNKNOWN","MF","","","","false","100000","2026-12-31","UNKNOWN","","false","true","1","WEAK"
"cmtr671kl00mb33yny139prou","Mukhammadzhon Razhabboev","seed:UZ1-2026-XORAZMUR-008","seed://uz1/UZ1-2026-XORAZMUR-008","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671e5007z33yn6sxd3yhk","Mukhriddin Shamsiddinov","seed:UZ1-2026-MASHALMU-025","seed://uz1/UZ1-2026-MASHALMU-025","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671kd00lv33ynda3zbdld","Mukhriddin Zoirov","seed:UZ1-2026-LOKOMOTI-050","seed://uz1/UZ1-2026-LOKOMOTI-050","","","[]","UNKNOWN","FW","","","","false","200000","2026-12-31","UNKNOWN","","false","true","1","WEAK"
"cmtr671ad000t33ynvy9g2068","Murat Ermatov","seed:UZ1-2026-AGMK-015","seed://uz1/UZ1-2026-AGMK-015","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671in00h533yn8i1ltncu","Murodzhon Komilov","seed:UZ1-2026-KOKAND19-028","seed://uz1/UZ1-2026-KOKAND19-028","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671by003333yn6dhb4a3b","Murotjon Zukhurov","seed:UZ1-2026-BUNYODKO-001","seed://uz1/UZ1-2026-BUNYODKO-001","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ia00g333yn0hr8qams","Muzaffar Abdullayev","seed:UZ1-2026-KOKAND19-005","seed://uz1/UZ1-2026-KOKAND19-005","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fo00bb33yn1ftb45mm","Muzaffar Muminov","seed:UZ1-2026-NAVBAHOR-021","seed://uz1/UZ1-2026-NAVBAHOR-021","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fz00bx33ynzvhajnyn","Navrozbek Iminjonov","seed:UZ1-2026-NAVBAHOR-032","seed://uz1/UZ1-2026-NAVBAHOR-032","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cx005d33yndnqmfhlh","Nodir Sanokulov","seed:UZ1-2026-DINAMOSA-006","seed://uz1/UZ1-2026-DINAMOSA-006","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ak001133yndgl3pjt0","Nodirbek Abdurazzokov","seed:UZ1-2026-AGMK-019","seed://uz1/UZ1-2026-AGMK-019","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
