playerId,name,tmPlayerId,tmUrl,hasValidTmIdentity,clubName,tmClubId,competitionName,competitionTmId,mainPosition,positionGroup,secondaryPositions,rolePresent,preferredFoot,footPresent,portraitUrl,photoPresent,performanceCount,current2026Uz1PerformancePresent,performanceLastSyncedAt,sportingPresent,contractExpires,contractOption,contractPresent,teamPresent,birthDate,age,agePresent,profileLastSyncedAt,preferredFootSyncedAt,profileEverSynced,coverageCount,coveragePct,missingFields,coverageBucket
"cmtr8zr0w006tv7ynaxa1ytfn","Abdurakhmon Komilov","914670","https://www.transfermarkt.com/abdurakhmon-komilov/profil/spieler/914670","true","FC Andijon","20099","Uzbekistan Super League","UZ1","Midfield - Central Midfield","CM","[""Right-Back"",""Left-Back""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/914670-1745399305.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","1997-12-24T00:00:00.000Z","28","true","2026-09-09T01:52:11.739Z","2026-09-09T01:52:11.838Z","true","5","83.3","SPORTING","C"
"cmtr8zqkm000av7yncwe1rtcn","Abdurauf Buriev","743864","https://www.transfermarkt.com/abdurauf-buriev/profil/spieler/743864","true","Pakhtakor Tashkent","3718","Uzbekistan Super League","UZ1","Midfield - Defensive Midfield","DM","[""Left-Back""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/743864-1745332865.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","2002-07-20T00:00:00.000Z","24","true","2026-09-08T13:42:50.746Z","2026-09-08T13:42:50.954Z","true","5","83.3","SPORTING","C"
"cmtr8zr0m006nv7yn7415uxg0","Abduvokhid Gulomov","659912","https://www.transfermarkt.com/abduvokhid-gulomov/profil/spieler/659912","true","FC Andijon","20099","Uzbekistan Super League","UZ1","Defender - Right-Back","FB","[""Left-Back"",""Right Midfield""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/659912-1745398493.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","1999-05-27T00:00:00.000Z","27","true","2026-09-09T01:52:18.025Z","2026-09-09T01:52:18.114Z","true","5","83.3","SPORTING","C"
"cmtr8zqll000lv7yntin2ptx5","Abduvokhid Nematov","527866","https://www.transfermarkt.com/abduvokhid-nematov/profil/spieler/527866","true","Nasaf Qarshi","20591","Uzbekistan Super League","UZ1","Goalkeeper","GK","","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/527866-1743416641.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","2001-03-20T00:00:00.000Z","25","true","2026-09-08T13:44:10.712Z","2026-09-08T13:44:11.147Z","true","5","83.3","SPORTING","C"
"cmtr8zqu50030v7ynqemcqvya","Abror Karimov","1061552","https://www.transfermarkt.com/abror-karimov/profil/spieler/1061552","true","Olmaliq","31216","Uzbekistan Super League","UZ1","Defender - Right-Back","UNKNOWN","[""Right Midfield"",""Centre-Back""]","true","UNKNOWN","false","","false","2","true","2026-09-07T18:56:35.115Z","true","2027-12-31T00:00:00.000Z","","true","true","2004-08-14T00:00:00.000Z","","true","","","false","4","66.7","FOOT|PHOTO","C"
"cmtr8zr5v0092v7ynsoz1wjrt","Abror Khusinov","494104","https://www.transfermarkt.com/abror-khusinov/profil/spieler/494104","true","Xorazm FС","38976","Uzbekistan Super League","UZ1","Defender - Left-Back","FB","[""Right-Back"",""Centre-Back""]","true","LEFT","true","https://img.a.transfermarkt.technology/portrait/header/494104-1745495946.png?lm=4711","true","0","false","","false","2026-12-05T00:00:00.000Z","","true","true","1990-11-26T00:00:00.000Z","35","true","2026-09-09T01:52:22.658Z","2026-09-09T01:52:22.757Z","true","5","83.3","SPORTING","C"
"cmtr8zquz003ev7yny9buegcm","Abror Sarimsakov","930076","https://www.transfermarkt.com/abror-sarimsakov/profil/spieler/930076","true","Olmaliq","31216","Uzbekistan Super League","UZ1","Midfield - Defensive Midfield","UNKNOWN","","true","UNKNOWN","false","","false","0","false","","false","2028-12-31T00:00:00.000Z","","true","true","2002-11-24T00:00:00.000Z","","true","","","false","3","50.0","FOOT|PHOTO|SPORTING","A"
"cmtqan494000m5ryn6qcevkt0","Abrorbek Ismoilov","500289","https://www.transfermarkt.com/abrorbek-ismoilov/profil/spieler/500289","true","Neftchi","13306","Uzbekistan Super League","UZ1","Midfield - Central Midfield","MF","[""Right Winger""]","true","RIGHT","true","","false","2","true","2026-09-06T20:58:44.248Z","true","2026-12-31T00:00:00.000Z","","true","true","1998-01-08T00:00:00.000Z","28","true","2026-09-06T20:58:28.242Z","","true","5","83.3","PHOTO","C"
"cmtr8zr8400adv7yn8gyu79tk","Abrorjon Aliev","1133384","https://www.transfermarkt.com/abrorjon-aliev/profil/spieler/1133384","true","Loko Tashkent","15309","Uzbekistan Super League","UZ1","Midfield - Defensive Midfield","DM","[""Right-Back""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/1133384-1777791432.png?lm=4711","true","0","false","2026-09-07T19:05:09.419Z","false","2026-12-31T00:00:00.000Z","","true","true","2004-08-28T00:00:00.000Z","22","true","2026-09-09T01:52:27.247Z","2026-09-09T01:52:27.343Z","true","5","83.3","SPORTING","C"
"cmtr8zqli000kv7ynzegfdvjy","Abubakir Shukurullaev","1304081","https://www.transfermarkt.com/abubakir-shukurullaev/profil/spieler/1304081","true","Pakhtakor Tashkent","3718","Uzbekistan Super League","UZ1","Midfield - Attacking Midfield","AM","[""Central Midfield"",""Second Striker""]","true","UNKNOWN","false","https://img.a.transfermarkt.technology/portrait/header/1304081-1745428416.png?lm=4711","true","2","true","2026-09-07T19:08:08.524Z","true","","","false","true","2008-02-02T00:00:00.000Z","18","true","2026-09-08T13:44:03.285Z","2026-09-08T13:44:03.884Z","true","4","66.7","FOOT|CONTRACT","C"
"cmtr8zqut003bv7yn21jsvwju","Abubakrrizo Turdialiev","756949","https://www.transfermarkt.com/abubakrrizo-turdialiev/profil/spieler/756949","true","Olmaliq","31216","Uzbekistan Super League","UZ1","Midfield - Defensive Midfield","MF","[""Centre-Back"",""Left-Back""]","true","RIGHT","true","","false","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","2001-02-04T00:00:00.000Z","","true","","","false","4","66.7","PHOTO|SPORTING","C"
"cmtr8zqte002ov7ynuqlmrah1","Abulfayz Bobomurodov","1458224","https://www.transfermarkt.com/abulfayz-bobomurodov/profil/spieler/1458224","true","Bunyodkor","19401","Uzbekistan Super League","UZ1","Midfield - Central Midfield","UNKNOWN","[""Defensive Midfield"",""Attacking Midfield""]","true","UNKNOWN","false","","false","1","true","2026-09-07T19:19:56.226Z","true","2027-12-31T00:00:00.000Z","","true","true","2007-12-17T00:00:00.000Z","","true","","","false","4","66.7","FOOT|PHOTO","C"
"cmtr8zqmy000wv7ynzqksj1bw","Adenis Shala","513570","https://www.transfermarkt.com/adenis-shala/profil/spieler/513570","true","Nasaf Qarshi","20591","Uzbekistan Super League","UZ1","Attack - Left Winger","WINGER","[""Right Winger"",""Attacking Midfield""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/513570-1761493815.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","1998-10-23T00:00:00.000Z","27","true","2026-09-08T13:45:53.671Z","2026-09-08T13:45:53.724Z","true","5","83.3","SPORTING","C"
"cmtr8zqrd001zv7ynv20hbxuy","Akbar Khudoyberdiev","1257473","https://www.transfermarkt.com/akbar-khudoyberdiev/profil/spieler/1257473","true","Dinamo","15300","Uzbekistan Super League","UZ1","Midfield - Central Midfield","CM","[""Defensive Midfield""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=4711","true","2","true","2026-09-07T19:07:23.268Z","true","2026-12-31T00:00:00.000Z","","true","true","2006-11-27T00:00:00.000Z","19","true","2026-09-08T13:50:35.775Z","2026-09-08T13:50:35.835Z","true","6","100.0","","D"
"cmtqan4ak001s5rynd44oj9kz","Akbar Turaev","185373","https://www.transfermarkt.com/akbar-turaev/profil/spieler/185373","true","Neftchi","13306","Uzbekistan Super League","UZ1","Goalkeeper","GK","","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/185373-1726388929.png?lm=4711","true","1","true","2026-09-07T19:21:18.896Z","true","2026-12-31T00:00:00.000Z","","true","true","1989-08-27T00:00:00.000Z","37","true","2026-09-08T13:41:24.834Z","2026-09-08T13:41:25.022Z","true","6","100.0","","D"
"cmtr8zqu80031v7yn121zxy50","Akhmadullo Mukimzhonov","1005528","https://www.transfermarkt.com/akhmadullo-mukimzhonov/profil/spieler/1005528","true","Olmaliq","31216","Uzbekistan Super League","UZ1","Defender - Left-Back","UNKNOWN","[""Centre-Back"",""Left Midfield""]","true","LEFT","true","","false","2","true","2026-09-07T18:55:36.381Z","true","","","false","true","2002-05-20T00:00:00.000Z","","true","","","false","4","66.7","PHOTO|CONTRACT","C"
"cmtr8zr8c00aiv7ynuu5fglzf","Akhmadzhon Anvarov","1000889","https://www.transfermarkt.com/akhmadzhon-anvarov/profil/spieler/1000889","true","Loko Tashkent","15309","Uzbekistan Super League","UZ1","Defender - Centre-Back","CB","[""Left-Back"",""Right-Back""]","true","UNKNOWN","false","https://img.a.transfermarkt.technology/portrait/header/1000889-1692111924.png?lm=4711","true","0","false","2026-09-07T19:04:55.529Z","false","2026-12-31T00:00:00.000Z","","true","true","2002-10-24T00:00:00.000Z","23","true","2026-09-09T01:52:31.906Z","2026-09-09T01:52:32.001Z","true","4","66.7","FOOT|SPORTING","C"
"cmtr8zr4l008ev7ynwx5azenv","Akhrorbek Rakhimov","1546838","https://www.transfermarkt.com/akhrorbek-rakhimov/profil/spieler/1546838","true","Mash'al","13649","Uzbekistan Super League","UZ1","","UNKNOWN","","false","UNKNOWN","false","","false","1","true","2026-09-07T19:20:58.936Z","true","","","false","true","","","false","","","false","2","33.3","ROLE|FOOT|PHOTO|CONTRACT","A"
"cmtr8zqjw0000v7yn1ltnglh6","Akmal Mozgovoy","562022","https://www.transfermarkt.com/akmal-mozgovoy/profil/spieler/562022","true","Pakhtakor Tashkent","3718","Uzbekistan Super League","UZ1","Midfield - Central Midfield","CM","[""Defensive Midfield"",""Attacking Midfield""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/562022-1743417096.png?lm=4711","true","0","false","","false","2027-12-31T00:00:00.000Z","","true","true","1999-04-02T00:00:00.000Z","27","true","2026-09-08T13:41:48.884Z","2026-09-08T13:41:49.323Z","true","5","83.3","SPORTING","C"
"cmtr8zqyc005bv7ynd1xgp4au","Akmal Muzaffarov","1150915","https://www.transfermarkt.com/akmal-muzaffarov/profil/spieler/1150915","true","Qizilqum","20115","Uzbekistan Super League","UZ1","","UNKNOWN","","false","UNKNOWN","false","","false","2","true","2026-09-07T19:05:43.383Z","true","","","false","true","","","false","","","false","2","33.3","ROLE|FOOT|PHOTO|CONTRACT","A"
"cmtr8zqng0010v7ynrfreudz7","Akramzhon Komilov","288933","https://www.transfermarkt.com/akramzhon-komilov/profil/spieler/288933","true","Nasaf Qarshi","20591","Uzbekistan Super League","UZ1","Defender - Left-Back","FB","[""Left Midfield"",""Right-Back""]","true","LEFT","true","https://img.a.transfermarkt.technology/portrait/header/288933-1726298169.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","1996-03-14T00:00:00.000Z","30","true","2026-09-08T23:25:17.879Z","2026-09-08T13:46:24.672Z","true","5","83.3","SPORTING","C"
"cmtr8zr7e009zv7yn5moeumuc","Aleksandar Susnjar","206836","https://www.transfermarkt.com/aleksandar-susnjar/profil/spieler/206836","true","Loko Tashkent","15309","Uzbekistan Super League","UZ1","Centre-Back","DF","","true","UNKNOWN","false","","false","1","true","2026-09-07T19:22:11.650Z","true","2026-12-31T00:00:00.000Z","","true","true","1995-08-19T00:00:00.000Z","","true","","","false","4","66.7","FOOT|PHOTO","C"
"cmtr8zqsk002gv7yn71gzvro2","Aleksandr Zevadinov","1061551","https://www.transfermarkt.com/aleksandr-zevadinov/profil/spieler/1061551","true","Bunyodkor","19401","Uzbekistan Super League","UZ1","Defender - Centre-Back","UNKNOWN","","true","UNKNOWN","false","","false","0","false","2026-09-07T19:05:00.837Z","false","","","false","true","2004-03-28T00:00:00.000Z","","true","","","false","2","33.3","FOOT|PHOTO|SPORTING|CONTRACT","A"
"cmtr8zr03006cv7ynbgrxkaxf","Aleksandre Andronikashvili","427569","https://www.transfermarkt.com/aleksandre-andronikashvili/profil/spieler/427569","true","FC Andijon","20099","Uzbekistan Super League","UZ1","Midfield - Defensive Midfield","DM","[""Centre-Back""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/427569-1777789430.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","1999-04-09T00:00:00.000Z","27","true","2026-09-09T01:52:37.849Z","2026-09-09T01:52:37.934Z","true","5","83.3","SPORTING","C"
"cmtr8zr7h00a1v7yn3ble6ycu","Aleksey Kozlov","425052","https://www.transfermarkt.com/aleksey-kozlov/profil/spieler/425052","true","Loko Tashkent","15309","Uzbekistan Super League","UZ1","Goalkeeper","GK","","true","UNKNOWN","false","","false","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","","","false","","","false","3","50.0","FOOT|PHOTO|SPORTING","A"
"cmtr8zqvo003qv7yn2v49he47","Alex Fernandes","983977","https://www.transfermarkt.com/alex-fernandes/profil/spieler/983977","true","Navbahor","15310","Uzbekistan Super League","UZ1","Attack - Right Winger","UNKNOWN","[""Left Winger"",""Attacking Midfield""]","true","LEFT","true","","false","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","2002-06-03T00:00:00.000Z","","true","","","false","4","66.7","PHOTO|SPORTING","C"
"cmtr8zquj0036v7ynvkbt6v1o","Ali Abdurakhmonov","756911","https://www.transfermarkt.com/ali-abdurakhmonov/profil/spieler/756911","true","Olmaliq","31216","Uzbekistan Super League","UZ1","Attack - Centre-Forward","UNKNOWN","","true","LEFT","true","","false","0","false","","false","","","false","true","2003-11-19T00:00:00.000Z","","true","","","false","3","50.0","PHOTO|SPORTING|CONTRACT","A"
"cmtr8zqmo000uv7ynf80ulr9z","Alibek Davronov","712357","https://www.transfermarkt.com/alibek-davronov/profil/spieler/712357","true","Nasaf Qarshi","20591","Uzbekistan Super League","UZ1","Defender - Centre-Back","CB","[""Left-Back""]","true","LEFT","true","https://img.a.transfermarkt.technology/portrait/header/712357-1726295825.png?lm=4711","true","0","false","","false","2027-12-31T00:00:00.000Z","","true","true","2002-12-28T00:00:00.000Z","23","true","2026-09-08T13:45:33.061Z","2026-09-08T13:45:34.117Z","true","5","83.3","SPORTING","C"
"cmtr8zqt6002lv7ynzkek2iyv","Alijon Bekmurudov","1146585","https://www.transfermarkt.com/alijon-bekmurudov/profil/spieler/1146585","true","Bunyodkor","19401","Uzbekistan Super League","UZ1","Defender - Centre-Back","UNKNOWN","[""Defensive Midfield""]","true","UNKNOWN","false","","false","2","true","2026-09-07T19:05:33.183Z","true","2026-12-31T00:00:00.000Z","","true","true","2005-02-10T00:00:00.000Z","","true","","","false","4","66.7","FOOT|PHOTO","C"
"cmtqan49b000q5rynre6yu569","Alisher Odilov","630017","https://www.transfermarkt.com/alisher-odilov/profil/spieler/630017","true","Neftchi","13306","Uzbekistan Super League","UZ1","Attack - Right Winger","WINGER","[""Attacking Midfield"",""Centre-Forward""]","true","UNKNOWN","false","https://img.a.transfermarkt.technology/portrait/header/630017-1745324652.png?lm=4711","true","0","false","","false","2027-12-31T00:00:00.000Z","","true","true","2001-07-15T00:00:00.000Z","25","true","2026-09-08T13:39:23.220Z","2026-09-08T13:39:23.735Z","true","4","66.7","FOOT|SPORTING","C"
"cmtr8zr1c0070v7ynpe5n8tsf","Alisher Salimov","651311","https://www.transfermarkt.com/alisher-salimov/profil/spieler/651311","true","Kokand 1912","53299","Uzbekistan Super League","UZ1","Defender - Right-Back","FB","[""Centre-Back"",""Left-Back""]","true","UNKNOWN","false","https://img.a.transfermarkt.technology/portrait/header/651311-1745493458.png?lm=4711","true","0","false","","false","2027-12-31T00:00:00.000Z","","true","true","1999-07-22T00:00:00.000Z","27","true","2026-09-09T01:52:42.443Z","2026-09-09T01:52:42.542Z","true","4","66.7","FOOT|SPORTING","C"
"cmtr8zqqh001qv7yn5k6g8qz8","Amadou Doumbouya","1000815","https://www.transfermarkt.com/amadou-doumbouya/profil/spieler/1000815","true","Dinamo","15300","Uzbekistan Super League","UZ1","Attack - Right Winger","WINGER","[""Central Midfield"",""Left Winger""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/1000815-1696355946.png?lm=4711","true","1","true","2026-09-07T18:54:55.356Z","true","2026-12-31T00:00:00.000Z","","true","true","2002-10-12T00:00:00.000Z","23","true","2026-09-08T13:49:34.205Z","2026-09-08T13:49:35.088Z","true","6","100.0","","D"
"cmtr8zqs5002av7yn9kkhucxu","Amir Turakulov","1129758","https://www.transfermarkt.com/amir-turakulov/profil/spieler/1129758","true","Bunyodkor","19401","Uzbekistan Super League","UZ1","Midfield - Defensive Midfield","UNKNOWN","[""Central Midfield""]","true","UNKNOWN","false","","false","2","true","2026-09-07T18:58:59.076Z","true","2027-12-31T00:00:00.000Z","","true","true","2004-09-30T00:00:00.000Z","","true","","","false","4","66.7","FOOT|PHOTO","C"
"cmtr671h200d733ynwws0lxno","Amirbek Berdiyev","seed:UZ1-2026-NEFTCHIF-033","seed://uz1/UZ1-2026-NEFTCHIF-033","false","Neftchi","13306","Uzbekistan Super League","UZ1","Forward","FW","","true","UNKNOWN","false","","false","0","false","","false","","","false","true","","","false","","","false","2","33.3","FOOT|PHOTO|SPORTING|CONTRACT","A"
"cmtr8zqx5004mv7yn4ofv5egy","Amirbek Saidov","1079580","https://www.transfermarkt.com/amirbek-saidov/profil/spieler/1079580","true","Sogdiana","35157","Uzbekistan Super League","UZ1","","UNKNOWN","","false","UNKNOWN","false","","false","2","true","2026-09-07T18:57:48.173Z","true","","","false","true","","","false","","","false","2","33.3","ROLE|FOOT|PHOTO|CONTRACT","A"
"cmtr8zr17006zv7yn3heb80np","Andro Giorgadze","426805","https://www.transfermarkt.com/andro-giorgadze/profil/spieler/426805","true","Kokand 1912","53299","Uzbekistan Super League","UZ1","Defender - Centre-Back","CB","","true","UNKNOWN","false","https://img.a.transfermarkt.technology/portrait/header/426805-1745493545.png?lm=4711","true","0","false","","false","2027-12-31T00:00:00.000Z","","true","true","1996-05-03T00:00:00.000Z","30","true","2026-09-09T01:52:47.089Z","2026-09-09T01:52:47.185Z","true","4","66.7","FOOT|SPORTING","C"
"cmtr8zqv7003iv7yn9b9pk2u3","Anri Chichinadze","410799","https://www.transfermarkt.com/anri-chichinadze/profil/spieler/410799","true","Navbahor","15310","Uzbekistan Super League","UZ1","Defender - Centre-Back","UNKNOWN","[""Defensive Midfield""]","true","RIGHT","true","","false","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","1997-10-05T00:00:00.000Z","","true","","","false","4","66.7","PHOTO|SPORTING","C"
"cmtr8zr6u009nv7yno6hri8ox","Anvar Juraev","580096","https://www.transfermarkt.com/anvar-juraev/profil/spieler/580096","true","FC Buxoro","20151","Uzbekistan Super League","UZ1","Midfield - Central Midfield","CM","[""Defensive Midfield"",""Right-Back""]","true","UNKNOWN","false","https://img.a.transfermarkt.technology/portrait/header/580096-1745409209.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","2000-04-25T00:00:00.000Z","26","true","2026-09-09T01:52:53.316Z","2026-09-09T01:52:53.404Z","true","4","66.7","FOOT|SPORTING","C"
"cmtr8zqp6001ev7ynww84deqf","Anvar Khozhimirzaev","744137","https://www.transfermarkt.com/anvar-khozhimirzaev/profil/spieler/744137","true","Dinamo","15300","Uzbekistan Super League","UZ1","Attack - Second Striker","ST","[""Right Winger"",""Attacking Midfield""]","true","RIGHT","true","https://img.a.transfermarkt.technology/portrait/header/744137-1745339684.png?lm=4711","true","0","false","","false","2026-11-30T00:00:00.000Z","","true","true","1994-10-21T00:00:00.000Z","31","true","2026-09-08T13:48:07.199Z","2026-09-08T13:48:07.264Z","true","5","83.3","SPORTING","C"
"cmtqan49r00125rynw6tjitl0","Anvarjon Gofurov","493443","https://www.transfermarkt.com/anvarjon-gofurov/profil/spieler/493443","true","Neftchi","13306","Uzbekistan Super League","UZ1","Defender - Centre-Back","CB","[""Right-Back"",""Left-Back""]","true","LEFT","true","https://img.a.transfermarkt.technology/portrait/header/493443-1745331571.png?lm=4711","true","0","false","","false","2026-12-01T00:00:00.000Z","","true","true","1995-06-28T00:00:00.000Z","31","true","2026-09-08T13:39:59.951Z","2026-09-08T13:40:00.159Z","true","5","83.3","SPORTING","C"
"cmtr8zr8900agv7ynggbk48j8","Anzur Ismoilov","86710","https://www.transfermarkt.com/anzur-ismoilov/profil/spieler/86710","true","Loko Tashkent","15309","Uzbekistan Super League","UZ1","Defender - Centre-Back","CB","[""Left-Back"",""Right-Back""]","true","BOTH","false","https://img.a.transfermarkt.technology/portrait/header/86710-1726738080.png?lm=4711","true","0","false","","false","2026-12-31T00:00:00.000Z","","true","true","1985-04-21T00:00:00.000Z","41","true","2026-09-09T01:52:57.933Z","2026-09-09T01:52:58.025Z","true","4","66.7","FOOT|SPORTING","C"
"cmtr8zqu1002yv7ynafq8u5xm","Arihiro Sentoku","527070","https://www.transfermarkt.com/arihiro-sentoku/profil/spieler/527070","true","Olmaliq","31216","Uzbekistan Super League","UZ1","Midfield - Attacking Midfield","UNKNOWN","[""Second Striker"",""Left Winger""]","true","RIGHT","true","","false","0","false","","false","2026-12-01T00:00:00.000Z","","true","true","1998-12-09T00:00:00.000Z","","true","","","false","4","66.7","PHOTO|SPORTING","C"
"cmtr8zr0t006rv7yngqz26ier","Artem Potapov","148484","https://www.transfermarkt.com/artem-potapov/profil/spieler/148484","true","FC Andijon","20099","Uzbekistan Super League","UZ1","","GK","","false","UNKNOWN","false","","false","1","true","2026-09-07T19:20:11.448Z","true","","","false","true","","","false","","","false","2","33.3","ROLE|FOOT|PHOTO|CONTRACT","A"
