playerId,currentName,tmPlayerId,tmUrl,careerStatus,confirmedFreeAgent,currentClub,currentClubTmId,currentCompetition,currentCompetitionTmId,mainPosition,positionGroup,birthDate,age,nationalities,marketValueEur,contractExpires,portraitPresent,preferredFoot,representationStatus,seedKey,sourceName,sourceClub,sourcePosition,sourceSeason,sourceUrl,canonicalName,resolvedTmPlayerId,resolvedTmProfileUrl,researchStatus,confidence,evidenceNote,alternativeCandidates,suggestedAction
cmtr671ii00gr33ynihyijvqq,Avazxon Mamatxojaev,seed:UZ1-2026-KOKAND19-021,seed://uz1/UZ1-2026-KOKAND19-021,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-KOKAND19-021,Avazxon Mamatxojaev,Kokand 1912,MF,2026,,Avazkhon Mamatkhodzhaev,493718,https://www.transfermarkt.com/-/profil/spieler/493718,TM_ID_VERIFIED,HIGH,Transliteration; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671fn00b733ynjw5ci7jz,Azimjon Akhmedov,seed:UZ1-2026-NAVBAHOR-018,seed://uz1/UZ1-2026-NAVBAHOR-018,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NAVBAHOR-018,Azimjon Akhmedov,Navbahor Namangan,MF,2026,,Azimzhon Akhmedov,372600,https://www.transfermarkt.com/-/profil/spieler/372600,TM_ID_VERIFIED,HIGH,Transliteration; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671be002h33yngigx7yc6,Aziz Ibragimov,seed:UZ1-2026-BUXORO-004,seed://uz1/UZ1-2026-BUXORO-004,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-BUXORO-004,Aziz Ibragimov,Buxoro,MF,2026,,Aziz Ibragimov,63610,https://www.transfermarkt.com/-/profil/spieler/63610,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671gp00cn33ynul0xmeus,Azizbek Erimbetov,seed:UZ1-2026-NEFTCHIF-018,seed://uz1/UZ1-2026-NEFTCHIF-018,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NEFTCHIF-018,Azizbek Erimbetov,Neftchi Fergana,MF,2026,,Azizbek Erimbetov,1258664,https://www.transfermarkt.com/-/profil/spieler/1258664,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671jx00kf33ynp5brcexx,Azizbek Haydarov,seed:UZ1-2026-LOKOMOTI-024,seed://uz1/UZ1-2026-LOKOMOTI-024,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-LOKOMOTI-024,Azizbek Haydarov,Lokomotiv Tashkent,MF,2026,,Azizbek Haydarov,86075,https://www.transfermarkt.com/-/profil/spieler/86075,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671ij00gv33yndg8r4ro0,Bahodir Pardaev,seed:UZ1-2026-KOKAND19-023,seed://uz1/UZ1-2026-KOKAND19-023,UNKNOWN,False,,,,,UNKNOWN,FW,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-KOKAND19-023,Bahodir Pardaev,Kokand 1912,FW,2026,,Bakhodir Pardaev,217268,https://www.transfermarkt.com/-/profil/spieler/217268,TM_ID_VERIFIED,HIGH,Transliteration; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671ef008r33yntmfju0no,Bakhodir Khalilov,seed:UZ1-2026-NASAFQAR-014,seed://uz1/UZ1-2026-NASAFQAR-014,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NASAFQAR-014,Bakhodir Khalilov,Nasaf Qarshi,DF,2026,,Bakhodir Khalilov,1349522,https://www.transfermarkt.com/-/profil/spieler/1349522,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671eu009r33yn2jx3dg2i,Bakhrom Abdurakhimov,seed:UZ1-2026-NASAFQAR-034,seed://uz1/UZ1-2026-NASAFQAR-034,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NASAFQAR-034,Bakhrom Abdurakhimov,Nasaf Qarshi,MF,2026,,Bakhrom Abdurakhimov,360225,https://www.transfermarkt.com/-/profil/spieler/360225,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671am001533ynq0pj8a42,Bakhtierjon Kosimov,seed:UZ1-2026-AGMK-021,seed://uz1/UZ1-2026-AGMK-021,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-AGMK-021,Bakhtierjon Kosimov,AGMK,MF,2026,,Bakhtiyor Kosimov,695178,https://www.transfermarkt.com/-/profil/spieler/695178,TM_ID_VERIFIED,HIGH,Name variant; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671k000kn33ynoqx83c9y,Bobur Ergashev,seed:UZ1-2026-LOKOMOTI-028,seed://uz1/UZ1-2026-LOKOMOTI-028,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-LOKOMOTI-028,Bobur Ergashev,Lokomotiv Tashkent,MF,2026,,Boburbek Ergashev,606285,https://www.transfermarkt.com/-/profil/spieler/606285,TM_ID_VERIFIED,HIGH,Name expansion/variant; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671ca003v33ynwbqa8gun,Bobur Farhodov,seed:UZ1-2026-BUNYODKO-015,seed://uz1/UZ1-2026-BUNYODKO-015,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-BUNYODKO-015,Bobur Farhodov,Bunyodkor Tashkent,MF,2026,,Bobur Farkhodov,661631,https://www.transfermarkt.com/-/profil/spieler/661631,TM_ID_VERIFIED,HIGH,Transliteration; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671ca003t33yn4lszitqq,Chaker Zouaghi,seed:UZ1-2026-BUNYODKO-014,seed://uz1/UZ1-2026-BUNYODKO-014,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-BUNYODKO-014,Chaker Zouaghi,Bunyodkor Tashkent,MF,2026,,Chaker Zouaghi,43405,https://www.transfermarkt.com/-/profil/spieler/43405,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671h000d333yn2p7vsi61,Daler Tuxsanov,seed:UZ1-2026-NEFTCHIF-030,seed://uz1/UZ1-2026-NEFTCHIF-030,UNKNOWN,False,,,,,UNKNOWN,FW,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NEFTCHIF-030,Daler Tuxsanov,Neftchi Fergana,FW,2026,,Daler Tukhsanov,1082386,https://www.transfermarkt.com/-/profil/spieler/1082386,TM_ID_VERIFIED,HIGH,Name variant; numeric TM identity verified and current Neftchi context corroborates.,,SAFE_IDENTITY_RESOLUTION
cmtr671fe00an33ynktp0mdfq,Davron Khashimov,seed:UZ1-2026-NAVBAHOR-007,seed://uz1/UZ1-2026-NAVBAHOR-007,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NAVBAHOR-007,Davron Khashimov,Navbahor Namangan,DF,2026,,Davron Khashimov,187111,https://www.transfermarkt.com/-/profil/spieler/187111,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671fr00bh33yny5lp04y8,Davronbek Olimzhonov,seed:UZ1-2026-NAVBAHOR-024,seed://uz1/UZ1-2026-NAVBAHOR-024,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NAVBAHOR-024,Davronbek Olimzhonov,Navbahor Namangan,MF,2026,,Davronbek Olimzhonov,1115635,https://www.transfermarkt.com/-/profil/spieler/1115635,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671c9003r33yn8uo5frkv,Davronbek Umirov,seed:UZ1-2026-BUNYODKO-013,seed://uz1/UZ1-2026-BUNYODKO-013,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-BUNYODKO-013,Davronbek Umirov,Bunyodkor Tashkent,DF,2026,,Davronbek Umirov,500282,https://www.transfermarkt.com/-/profil/spieler/500282,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671c0003733yn38yfmldu,Dilshod Khamraev,seed:UZ1-2026-BUNYODKO-003,seed://uz1/UZ1-2026-BUNYODKO-003,UNKNOWN,False,,,,,Goalkeeper,GK,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-BUNYODKO-003,Dilshod Khamraev,Bunyodkor Tashkent,GK,2026,,Dilshod Khamroev,375960,https://www.transfermarkt.com/-/profil/spieler/375960,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr6719w000333ynt3cb7fqk,Dilshod Yokubov,seed:UZ1-2026-AGMK-002,seed://uz1/UZ1-2026-AGMK-002,UNKNOWN,False,,,,,Goalkeeper,GK,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-AGMK-002,Dilshod Yokubov,AGMK,GK,2026,,Dilshod Yokubov,661076,https://www.transfermarkt.com/-/profil/spieler/661076,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671k800lf33ynplrltvfp,Donier Usmanov,seed:UZ1-2026-LOKOMOTI-042,seed://uz1/UZ1-2026-LOKOMOTI-042,UNKNOWN,False,,,,,UNKNOWN,FW,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-LOKOMOTI-042,Donier Usmanov,Lokomotiv Tashkent,FW,2026,,Doniyor Usmonov,427919,https://www.transfermarkt.com/-/profil/spieler/427919,TM_ID_VERIFIED,HIGH,Uzbek spelling variant; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671fp00bd33yntj2nu5mz,Doston Abdulkhaev,seed:UZ1-2026-NAVBAHOR-022,seed://uz1/UZ1-2026-NAVBAHOR-022,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NAVBAHOR-022,Doston Abdulkhaev,Navbahor Namangan,MF,2026,,Doston Abdulkhaev,804292,https://www.transfermarkt.com/-/profil/spieler/804292,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671gg00cd33yn4776pdi8,Elsevarbek Olimov,seed:UZ1-2026-NEFTCHIF-008,seed://uz1/UZ1-2026-NEFTCHIF-008,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NEFTCHIF-008,Elsevarbek Olimov,Neftchi Fergana,DF,2026,,Elsevar Olimov,1470047,https://www.transfermarkt.com/-/profil/spieler/1470047,TM_ID_VERIFIED,HIGH,Youth/current Neftchi identity; numeric TM identity matched.,,SAFE_IDENTITY_RESOLUTION
cmtr671db006533ynpepk067u,Farrukh Ikramov,seed:UZ1-2026-DINAMOSA-021,seed://uz1/UZ1-2026-DINAMOSA-021,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-DINAMOSA-021,Farrukh Ikramov,Dinamo Samarkand,MF,2026,,Farrukh Ikromov,510598,https://www.transfermarkt.com/-/profil/spieler/510598,TM_ID_VERIFIED,HIGH,a/o transliteration; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671gx00cz33yn7qhsxcwv,Francisco Jurani,seed:UZ1-2026-NEFTCHIF-027,seed://uz1/UZ1-2026-NEFTCHIF-027,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NEFTCHIF-027,Francisco Jurani,Neftchi Fergana,MF,2026,,Ratinho,613190,https://www.transfermarkt.com/-/profil/spieler/613190,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671f600af33ynb3k1m5kt,Hurshid Huzaev,seed:UZ1-2026-NAVBAHOR-003,seed://uz1/UZ1-2026-NAVBAHOR-003,UNKNOWN,False,,,,,Goalkeeper,GK,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NAVBAHOR-003,Hurshid Huzaev,Navbahor Namangan,GK,2026,,Khurshid Khodzhaev,493440,https://www.transfermarkt.com/-/profil/spieler/493440,TM_ID_VERIFIED,HIGH,Strong transliteration shift; goalkeeper/club context corroborates.,,SAFE_IDENTITY_RESOLUTION
cmtr671gr00cp33yngs7q8exv,Husanboy Umirzoqov,seed:UZ1-2026-NEFTCHIF-020,seed://uz1/UZ1-2026-NEFTCHIF-020,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NEFTCHIF-020,Husanboy Umirzoqov,Neftchi Fergana,MF,2026,,Husanboy Umirzoqov,,,IDENTITY_VERIFIED_NO_TM_ID,HIGH,"PFL: Neftchi, DOB 24/12/2005; distinct from Hasanboy Umirzoqov; no safe numeric TM ID surfaced.",,KEEP_SEED_OR_STORE_EXTERNAL_IDENTITY; DO_NOT_INVENT_TM_ID
cmtr671k400l133ynse4x0ksz,Ibrahim Rakhimov,seed:UZ1-2026-LOKOMOTI-035,seed://uz1/UZ1-2026-LOKOMOTI-035,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-LOKOMOTI-035,Ibrahim Rakhimov,Lokomotiv Tashkent,MF,2026,,Ibrokhimzhon Rakhimov,216702,https://www.transfermarkt.com/-/profil/spieler/216702,TM_ID_VERIFIED,HIGH,Expanded/transliterated name; Lokomotiv/TM context corroborates.,,SAFE_IDENTITY_RESOLUTION
cmtr671e0007l33yn6kinyybw,Iskandar Shoikulov,seed:UZ1-2026-MASHALMU-017,seed://uz1/UZ1-2026-MASHALMU-017,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-MASHALMU-017,Iskandar Shoikulov,Mashal Muborak,MF,2026,,Iskandar Shaykulov,379056,https://www.transfermarkt.com/-/profil/spieler/379056,TM_ID_VERIFIED,HIGH,Transliteration variant; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671ie00gf33yn1wxuecaz,Ivan Josovic,seed:UZ1-2026-KOKAND19-013,seed://uz1/UZ1-2026-KOKAND19-013,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-KOKAND19-013,Ivan Josovic,Kokand 1912,DF,2026,,Ivan Josovic,60705,https://www.transfermarkt.com/-/profil/spieler/60705,TM_ID_VERIFIED,HIGH,Exact identity; numeric TM ID verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671ke00lz33yn5us3u1l5,Izzatov,seed:UZ1-2026-XORAZMUR-002,seed://uz1/UZ1-2026-XORAZMUR-002,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-XORAZMUR-002,Izzatov,Xorazm Urganch,MF,2026,,Sukhrob Izzatov,519898,https://www.transfermarkt.com/-/profil/spieler/519898,TM_ID_VERIFIED,HIGH,Incomplete seed surname resolved through club/role context; numeric TM identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671jn00jn33yn1h60rrej,Jahongir Hoshimboyev,seed:UZ1-2026-LOKOMOTI-009,seed://uz1/UZ1-2026-LOKOMOTI-009,UNKNOWN,False,,,,,Goalkeeper,GK,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-LOKOMOTI-009,Jahongir Hoshimboyev,Lokomotiv Tashkent,GK,2026,,Jahongir Hoshimboyev,,,IDENTITY_VERIFIED_NO_TM_ID,HIGH,"PFL/Sofascore: Lokomotiv #23, DOB 22/03/2006, midfielder. Seed GK position is wrong; no safe numeric TM ID surfaced.",,KEEP_SEED_OR_STORE_EXTERNAL_IDENTITY; DO_NOT_INVENT_TM_ID
cmtr671hx00f533yn3ct2jhhw,Jambul Jigauri,seed:UZ1-2026-QIZILQUM-006,seed://uz1/UZ1-2026-QIZILQUM-006,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-QIZILQUM-006,Jambul Jigauri,Qizilqum Zarafshon,MF,2026,,Jaba Jigauri,188184,https://www.transfermarkt.com/-/profil/spieler/188184,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671c8003p33ynbuek7b7b,Javlon Mirabdullaev,seed:UZ1-2026-BUNYODKO-012,seed://uz1/UZ1-2026-BUNYODKO-012,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-BUNYODKO-012,Javlon Mirabdullaev,Bunyodkor Tashkent,DF,2026,,Javlon Mirabdullaev,189633,https://www.transfermarkt.com/-/profil/spieler/189633,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671ek009133yn5v9tblw0,Javokhir Utamurodov,seed:UZ1-2026-NASAFQAR-019,seed://uz1/UZ1-2026-NASAFQAR-019,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-NASAFQAR-019,Javokhir Utamurodov,Nasaf Qarshi,DF,2026,,Javokhir Utamurodov,1061553,https://www.transfermarkt.com/-/profil/spieler/1061553,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671c5003h33yn7084si0d,Khasan Askarov,seed:UZ1-2026-BUNYODKO-008,seed://uz1/UZ1-2026-BUNYODKO-008,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-BUNYODKO-008,Khasan Askarov,Bunyodkor Tashkent,DF,2026,,Khasan Askarov,189619,https://www.transfermarkt.com/-/profil/spieler/189619,TM_ID_VERIFIED,HIGH,Exact identity; numeric TM ID matched.,,SAFE_IDENTITY_RESOLUTION
cmtr671dw007b33ynb8vgf5os,Khudoyorkhon Sagdullaev,seed:UZ1-2026-MASHALMU-012,seed://uz1/UZ1-2026-MASHALMU-012,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-MASHALMU-012,Khudoyorkhon Sagdullaev,Mashal Muborak,MF,2026,,Khudoyorkhon Sagdullaev,581625,https://www.transfermarkt.com/-/profil/spieler/581625,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671hl00e733ynh89nazps,Kimi Merk,seed:UZ1-2026-PAKHTAKO-018,seed://uz1/UZ1-2026-PAKHTAKO-018,UNKNOWN,False,,,,,UNKNOWN,MF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-PAKHTAKO-018,Kimi Merk,Pakhtakor Tashkent,MF,2026,,Kimi Merk,829279,https://www.transfermarkt.com/-/profil/spieler/829279,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671ha00dr33yn7evtnl6g,Makhmud Makhamadzhonov,seed:UZ1-2026-PAKHTAKO-009,seed://uz1/UZ1-2026-PAKHTAKO-009,UNKNOWN,False,,,,,UNKNOWN,DF,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-PAKHTAKO-009,Makhmud Makhamadzhonov,Pakhtakor Tashkent,DF,2026,,Makhmud Makhamadzhonov,989071,https://www.transfermarkt.com/-/profil/spieler/989071,TM_ID_VERIFIED,HIGH,Verified in the prior web pass / user-verified mapping.,,SAFE_IDENTITY_RESOLUTION
cmtr671jg00j933ynket3x9e6,Mamur Ikramov,seed:UZ1-2026-LOKOMOTI-001,seed://uz1/UZ1-2026-LOKOMOTI-001,UNKNOWN,False,,,,,Goalkeeper,GK,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-LOKOMOTI-001,Mamur Ikramov,Lokomotiv Tashkent,GK,2026,,Mamur Ikromov,359783,https://www.transfermarkt.com/-/profil/spieler/359783,TM_ID_VERIFIED,HIGH,a/o transliteration; goalkeeper identity verified.,,SAFE_IDENTITY_RESOLUTION
cmtr671kl00m933ynqttriznr,Marsiano Roki,seed:UZ1-2026-XORAZMUR-007,seed://uz1/UZ1-2026-XORAZMUR-007,UNKNOWN,False,,,,,UNKNOWN,FW,,,[],,,False,UNKNOWN,UNKNOWN,UZ1-2026-XORAZMUR-007,Marsiano Roki,Xorazm Urganch,FW,2026,,Rocky Marciano,1005297,https://www.transfermarkt.com/-/profil/spieler/1005297,TM_ID_VERIFIED,HIGH,Alias/reordered name; Uzbekistan TM records verify identity.,,SAFE_IDENTITY_RESOLUTION
